"","Month","Year","Commodity","val","Date"
"10747",8,2010," Articles Of Iron Or Steel",52820183,2010-08-01
"10748",8,2010," Copper And Articles Thereof",242313732,2010-08-01
"10749",8,2010," Nickel And Articles Thereof",14155846,2010-08-01
"10750",8,2010," Aluminum And Articles Thereof",202362085,2010-08-01
"10751",8,2010," Lead And Articles Thereof",823428,2010-08-01
"10752",8,2010," Zinc And Articles Thereof",8875717,2010-08-01
"10753",8,2010," Tin And Articles Thereof",344166,2010-08-01
"10754",8,2010," Base Metals Nesoi; Cermets; Articles Thereof",9340592,2010-08-01
"10755",8,2010," Tools, Cutlery Etc. Of Base Metal & Parts Thereof",18101598,2010-08-01
"10756",8,2010," Miscellaneous Articles Of Base Metal",8561616,2010-08-01
"10757",8,2010," Nuclear Reactors, Boilers, Machinery Etc.; Parts",942705518,2010-08-01
"10758",8,2010," Electric Machinery Etc; Sound Equip; Tv Equip; Pts",919068759,2010-08-01
"10759",8,2010," Railway Or Tramway Stock Etc; Traffic Signal Equip",21368953,2010-08-01
"10760",8,2010," Vehicles, Except Railway Or Tramway, And Parts Etc",330455066,2010-08-01
"10761",8,2010," Aircraft, Spacecraft, And Parts Thereof",640711169,2010-08-01
"10762",8,2010," Ships, Boats And Floating Structures",2020490,2010-08-01
"10763",8,2010," Optic, Photo Etc, Medic Or Surgical Instrments Etc",418524281,2010-08-01
"10764",8,2010," Clocks And Watches And Parts Thereof",279507,2010-08-01
"10765",8,2010," Musical Instruments; Parts And Accessories Thereof",1054989,2010-08-01
"10766",8,2010," Arms And Ammunition; Parts And Accessories Thereof",3654,2010-08-01
"10767",8,2010," Furniture; Bedding Etc; Lamps Nesoi Etc; Prefab Bd",19501829,2010-08-01
"10768",8,2010," Toys, Games & Sport Equipment; Parts & Accessories",57187757,2010-08-01
"10769",8,2010," Miscellaneous Manufactured Articles",2361227,2010-08-01
"10770",8,2010," Works Of Art, Collectors' Pieces And Antiques",1915361,2010-08-01
"10771",8,2010," Special Classification Provisions, Nesoi",100480419,2010-08-01
"10772",9,2010," Live Animals",2295153,2010-09-01
"10773",9,2010," Meat And Edible Meat Offal",44366187,2010-09-01
"10774",9,2010," Fish, Crustaceans & Aquatic Invertebrates",121286947,2010-09-01
"10775",9,2010," Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi",15077845,2010-09-01
"10776",9,2010," Products Of Animal Origin, Nesoi",9758678,2010-09-01
"10777",9,2010," Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",54823,2010-09-01
"10778",9,2010," Edible Vegetables & Certain Roots & Tubers",2811488,2010-09-01
"10779",9,2010," Edible Fruit & Nuts; Citrus Fruit Or Melon Peel",12476500,2010-09-01
"10780",9,2010," Coffee, Tea, Mate & Spices",758825,2010-09-01
"10781",9,2010," Cereals",65423484,2010-09-01
"10782",9,2010," Milling Products; Malt; Starch; Inulin; Wht Gluten",719585,2010-09-01
"10783",9,2010," Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc",417622812,2010-09-01
"10784",9,2010," Lac; Gums, Resins & Other Vegetable Sap & Extract",2279431,2010-09-01
"10785",9,2010," Vegetable Plaiting Materials & Products Nesoi",4314398,2010-09-01
"10786",9,2010," Animal Or Vegetable Fats, Oils Etc. & Waxes",33249141,2010-09-01
"10787",9,2010," Edible Preparations Of Meat, Fish, Crustaceans Etc",7285317,2010-09-01
"10788",9,2010," Sugars And Sugar Confectionary",4958949,2010-09-01
"10789",9,2010," Cocoa And Cocoa Preparations",3470527,2010-09-01
"10790",9,2010," Prep Cereal, Flour, Starch Or Milk; Bakers Wares",4826059,2010-09-01
"10791",9,2010," Prep Vegetables, Fruit, Nuts Or Other Plant Parts",13433064,2010-09-01
"10792",9,2010," Miscellaneous Edible Preparations",9508391,2010-09-01
"10793",9,2010," Beverages, Spirits And Vinegar",3859226,2010-09-01
"10794",9,2010," Food Industry Residues & Waste; Prep Animal Feed",70626012,2010-09-01
"10795",9,2010," Tobacco And Manufactured Tobacco Substitutes",44759,2010-09-01
"10796",9,2010," Salt; Sulfur; Earth & Stone; Lime & Cement Plaster",16606936,2010-09-01
"10797",9,2010," Ores, Slag And Ash",185380040,2010-09-01
"10798",9,2010," Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",115299717,2010-09-01
"10799",9,2010," Inorg Chem; Prec & Rare-earth Met & Radioact Compd",119970498,2010-09-01
"10800",9,2010," Organic Chemicals",258939857,2010-09-01
"10801",9,2010," Pharmaceutical Products",32266034,2010-09-01
"10802",9,2010," Fertilizers",246530,2010-09-01
"10803",9,2010," Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",70448207,2010-09-01
"10804",9,2010," Essential Oils Etc; Perfumery, Cosmetic Etc Preps",20818567,2010-09-01
"10805",9,2010," Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",28050666,2010-09-01
"10806",9,2010," Albuminoidal Subst; Modified Starch; Glue; Enzymes",13395457,2010-09-01
"10807",9,2010," Explosives; Pyrotechnics; Matches; Pyro Alloys Etc",1935291,2010-09-01
"10808",9,2010," Photographic Or Cinematographic Goods",37319198,2010-09-01
"10809",9,2010," Miscellaneous Chemical Products",120012933,2010-09-01
"10810",9,2010," Plastics And Articles Thereof",334804454,2010-09-01
"10811",9,2010," Rubber And Articles Thereof",61220302,2010-09-01
"10812",9,2010," Raw Hides And Skins (no Furskins) And Leather",88400446,2010-09-01
"10813",9,2010," Leather Art; Saddlery Etc; Handbags Etc; Gut Art",1214911,2010-09-01
"10814",9,2010," Furskins And Artificial Fur; Manufactures Thereof",2512902,2010-09-01
"10815",9,2010," Wood And Articles Of Wood; Wood Charcoal",117454966,2010-09-01
"10816",9,2010," Cork And Articles Of Cork",287773,2010-09-01
"10817",9,2010," Mfr Of Straw, Esparto Etc.; Basketware & Wickerwrk",53290,2010-09-01
"10818",9,2010," Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd",251694385,2010-09-01
"10819",9,2010," Paper & Paperboard & Articles (inc Papr Pulp Artl)",48576452,2010-09-01
"10820",9,2010," Printed Books, Newspapers Etc; Manuscripts Etc",11138067,2010-09-01
"10821",9,2010," Silk, Including Yarns And Woven Fabric Thereof",59929,2010-09-01
"10822",9,2010," Wool & Animal Hair, Including Yarn & Woven Fabric",1045970,2010-09-01
"10823",9,2010," Cotton, Including Yarn And Woven Fabric Thereof",51697740,2010-09-01
"10824",9,2010," Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab",89834,2010-09-01
"10825",9,2010," Manmade Filaments, Including Yarns & Woven Fabrics",8907995,2010-09-01
"10826",9,2010," Manmade Staple Fibers, Incl Yarns & Woven Fabrics",39837695,2010-09-01
"10827",9,2010," Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",19157736,2010-09-01
"10828",9,2010," Carpets And Other Textile Floor Coverings",1594987,2010-09-01
"10829",9,2010," Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc",1101601,2010-09-01
"10830",9,2010," Impregnated Etc Text Fabrics; Tex Art For Industry",6518570,2010-09-01
"10831",9,2010," Knitted Or Crocheted Fabrics",871825,2010-09-01
"10832",9,2010," Apparel Articles And Accessories, Knit Or Crochet",839335,2010-09-01
"10833",9,2010," Apparel Articles And Accessories, Not Knit Etc.",600815,2010-09-01
"10834",9,2010," Textile Art Nesoi; Needlecraft Sets; Worn Text Art",1561495,2010-09-01
"10835",9,2010," Footwear, Gaiters Etc. And Parts Thereof",3783416,2010-09-01
"10836",9,2010," Headgear And Parts Thereof",25309,2010-09-01
"10837",9,2010," Umbrellas, Walking-sticks, Riding-crops Etc, Parts",113484,2010-09-01
"10838",9,2010," Prep Feathers, Down Etc; Artif Flowers; H Hair Art",377362,2010-09-01
"10839",9,2010," Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",18151209,2010-09-01
"10840",9,2010," Ceramic Products",5880518,2010-09-01
"10841",9,2010," Glass And Glassware",28099228,2010-09-01
"10842",9,2010," Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin",37511737,2010-09-01
"10843",9,2010," Iron And Steel",106654886,2010-09-01
"10844",9,2010," Articles Of Iron Or Steel",52882174,2010-09-01
"10845",9,2010," Copper And Articles Thereof",239443009,2010-09-01
"10846",9,2010," Nickel And Articles Thereof",16852447,2010-09-01
"10847",9,2010," Aluminum And Articles Thereof",196464692,2010-09-01
"10848",9,2010," Lead And Articles Thereof",96463,2010-09-01
"10849",9,2010," Zinc And Articles Thereof",6930227,2010-09-01
"10850",9,2010," Tin And Articles Thereof",224685,2010-09-01
"10851",9,2010," Base Metals Nesoi; Cermets; Articles Thereof",16929429,2010-09-01
"10852",9,2010," Tools, Cutlery Etc. Of Base Metal & Parts Thereof",19630622,2010-09-01
"10853",9,2010," Miscellaneous Articles Of Base Metal",11658703,2010-09-01
"10854",9,2010," Nuclear Reactors, Boilers, Machinery Etc.; Parts",942032508,2010-09-01
"10855",9,2010," Electric Machinery Etc; Sound Equip; Tv Equip; Pts",904281665,2010-09-01
"10856",9,2010," Railway Or Tramway Stock Etc; Traffic Signal Equip",60997002,2010-09-01
"10857",9,2010," Vehicles, Except Railway Or Tramway, And Parts Etc",361318673,2010-09-01
"10858",9,2010," Aircraft, Spacecraft, And Parts Thereof",501300521,2010-09-01
"10859",9,2010," Ships, Boats And Floating Structures",1069858,2010-09-01
"10860",9,2010," Optic, Photo Etc, Medic Or Surgical Instrments Etc",470514936,2010-09-01
"10861",9,2010," Clocks And Watches And Parts Thereof",178506,2010-09-01
"10862",9,2010," Musical Instruments; Parts And Accessories Thereof",1674855,2010-09-01
"10863",9,2010," Arms And Ammunition; Parts And Accessories Thereof",187659,2010-09-01
"10864",9,2010," Furniture; Bedding Etc; Lamps Nesoi Etc; Prefab Bd",15887919,2010-09-01
"10865",9,2010," Toys, Games & Sport Equipment; Parts & Accessories",46236078,2010-09-01
"10866",9,2010," Miscellaneous Manufactured Articles",2091588,2010-09-01
"10867",9,2010," Works Of Art, Collectors' Pieces And Antiques",4814205,2010-09-01
"10868",9,2010," Special Classification Provisions, Nesoi",117574646,2010-09-01
"10869",10,2010," Live Animals",1333461,2010-10-01
"10870",10,2010," Meat And Edible Meat Offal",37608446,2010-10-01
"10871",10,2010," Fish, Crustaceans & Aquatic Invertebrates",60806627,2010-10-01
"10872",10,2010," Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi",13690831,2010-10-01
"10873",10,2010," Products Of Animal Origin, Nesoi",11005366,2010-10-01
"10874",10,2010," Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",116989,2010-10-01
"10875",10,2010," Edible Vegetables & Certain Roots & Tubers",3609813,2010-10-01
"10876",10,2010," Edible Fruit & Nuts; Citrus Fruit Or Melon Peel",34604520,2010-10-01
"10877",10,2010," Coffee, Tea, Mate & Spices",1126299,2010-10-01
"10878",10,2010," Cereals",1053637,2010-10-01
"10879",10,2010," Milling Products; Malt; Starch; Inulin; Wht Gluten",1564549,2010-10-01
"10880",10,2010," Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc",2512994876,2010-10-01
"10881",10,2010," Lac; Gums, Resins & Other Vegetable Sap & Extract",2557635,2010-10-01
"10882",10,2010," Vegetable Plaiting Materials & Products Nesoi",1178451,2010-10-01
"10883",10,2010," Animal Or Vegetable Fats, Oils Etc. & Waxes",80477481,2010-10-01
"10884",10,2010," Edible Preparations Of Meat, Fish, Crustaceans Etc",8891967,2010-10-01
"10885",10,2010," Sugars And Sugar Confectionary",4161982,2010-10-01
"10886",10,2010," Cocoa And Cocoa Preparations",3965541,2010-10-01
"10887",10,2010," Prep Cereal, Flour, Starch Or Milk; Bakers Wares",4153368,2010-10-01
"10888",10,2010," Prep Vegetables, Fruit, Nuts Or Other Plant Parts",13911692,2010-10-01
"10889",10,2010," Miscellaneous Edible Preparations",8671486,2010-10-01
"10890",10,2010," Beverages, Spirits And Vinegar",3973124,2010-10-01
"10891",10,2010," Food Industry Residues & Waste; Prep Animal Feed",75528108,2010-10-01
"10892",10,2010," Salt; Sulfur; Earth & Stone; Lime & Cement Plaster",21213702,2010-10-01
"10893",10,2010," Ores, Slag And Ash",127666752,2010-10-01
"10894",10,2010," Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",72480514,2010-10-01
"10895",10,2010," Inorg Chem; Prec & Rare-earth Met & Radioact Compd",137768932,2010-10-01
"10896",10,2010," Organic Chemicals",243303158,2010-10-01
"10897",10,2010," Pharmaceutical Products",49487459,2010-10-01
"10898",10,2010," Fertilizers",3122062,2010-10-01
"10899",10,2010," Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",80358416,2010-10-01
"10900",10,2010," Essential Oils Etc; Perfumery, Cosmetic Etc Preps",19402947,2010-10-01
"10901",10,2010," Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",30447241,2010-10-01
"10902",10,2010," Albuminoidal Subst; Modified Starch; Glue; Enzymes",14773603,2010-10-01
"10903",10,2010," Explosives; Pyrotechnics; Matches; Pyro Alloys Etc",2983484,2010-10-01
"10904",10,2010," Photographic Or Cinematographic Goods",33300012,2010-10-01
"10905",10,2010," Miscellaneous Chemical Products",92115827,2010-10-01
"10906",10,2010," Plastics And Articles Thereof",395620685,2010-10-01
"10907",10,2010," Rubber And Articles Thereof",81143534,2010-10-01
"10908",10,2010," Raw Hides And Skins (no Furskins) And Leather",89317078,2010-10-01
"10909",10,2010," Leather Art; Saddlery Etc; Handbags Etc; Gut Art",1433549,2010-10-01
"10910",10,2010," Furskins And Artificial Fur; Manufactures Thereof",5626614,2010-10-01
"10911",10,2010," Wood And Articles Of Wood; Wood Charcoal",118644720,2010-10-01
"10912",10,2010," Cork And Articles Of Cork",294848,2010-10-01
"10913",10,2010," Mfr Of Straw, Esparto Etc.; Basketware & Wickerwrk",13459,2010-10-01
"10914",10,2010," Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd",300054871,2010-10-01
"10915",10,2010," Paper & Paperboard & Articles (inc Papr Pulp Artl)",51228442,2010-10-01
"10916",10,2010," Printed Books, Newspapers Etc; Manuscripts Etc",12266318,2010-10-01
"10917",10,2010," Silk, Including Yarns And Woven Fabric Thereof",9264,2010-10-01
"10918",10,2010," Wool & Animal Hair, Including Yarn & Woven Fabric",1694596,2010-10-01
"10919",10,2010," Cotton, Including Yarn And Woven Fabric Thereof",57269674,2010-10-01
"10920",10,2010," Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab",345803,2010-10-01
"10921",10,2010," Manmade Filaments, Including Yarns & Woven Fabrics",10725903,2010-10-01
"10922",10,2010," Manmade Staple Fibers, Incl Yarns & Woven Fabrics",48400162,2010-10-01
"10923",10,2010," Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",19503398,2010-10-01
"10924",10,2010," Carpets And Other Textile Floor Coverings",2450193,2010-10-01
"10925",10,2010," Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc",1058646,2010-10-01
"10926",10,2010," Impregnated Etc Text Fabrics; Tex Art For Industry",7834787,2010-10-01
"10927",10,2010," Knitted Or Crocheted Fabrics",1083015,2010-10-01
"10928",10,2010," Apparel Articles And Accessories, Knit Or Crochet",1146704,2010-10-01
"10929",10,2010," Apparel Articles And Accessories, Not Knit Etc.",903833,2010-10-01
"10930",10,2010," Textile Art Nesoi; Needlecraft Sets; Worn Text Art",1283394,2010-10-01
"10931",10,2010," Footwear, Gaiters Etc. And Parts Thereof",5882660,2010-10-01
"10932",10,2010," Headgear And Parts Thereof",190201,2010-10-01
"10933",10,2010," Umbrellas, Walking-sticks, Riding-crops Etc, Parts",3240,2010-10-01
"10934",10,2010," Prep Feathers, Down Etc; Artif Flowers; H Hair Art",1371055,2010-10-01
"10935",10,2010," Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",15115483,2010-10-01
"10936",10,2010," Ceramic Products",6226210,2010-10-01
"10937",10,2010," Glass And Glassware",28377009,2010-10-01
"10938",10,2010," Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin",57604347,2010-10-01
"10939",10,2010," Iron And Steel",210652545,2010-10-01
"10940",10,2010," Articles Of Iron Or Steel",51258193,2010-10-01
"10941",10,2010," Copper And Articles Thereof",246359543,2010-10-01
"10942",10,2010," Nickel And Articles Thereof",18921546,2010-10-01
"10943",10,2010," Aluminum And Articles Thereof",197408263,2010-10-01
"10944",10,2010," Lead And Articles Thereof",888247,2010-10-01
"10945",10,2010," Zinc And Articles Thereof",7577776,2010-10-01
"10946",10,2010," Tin And Articles Thereof",267258,2010-10-01
"10947",10,2010," Base Metals Nesoi; Cermets; Articles Thereof",20187744,2010-10-01
"10948",10,2010," Tools, Cutlery Etc. Of Base Metal & Parts Thereof",21278910,2010-10-01
"10949",10,2010," Miscellaneous Articles Of Base Metal",9959523,2010-10-01
"10950",10,2010," Nuclear Reactors, Boilers, Machinery Etc.; Parts",991568579,2010-10-01
"10951",10,2010," Electric Machinery Etc; Sound Equip; Tv Equip; Pts",954007246,2010-10-01
"10952",10,2010," Railway Or Tramway Stock Etc; Traffic Signal Equip",8757358,2010-10-01
"10953",10,2010," Vehicles, Except Railway Or Tramway, And Parts Etc",392794909,2010-10-01
"10954",10,2010," Aircraft, Spacecraft, And Parts Thereof",440213367,2010-10-01
"10955",10,2010," Ships, Boats And Floating Structures",350331,2010-10-01
"10956",10,2010," Optic, Photo Etc, Medic Or Surgical Instrments Etc",506749006,2010-10-01
"10957",10,2010," Clocks And Watches And Parts Thereof",439388,2010-10-01
"10958",10,2010," Musical Instruments; Parts And Accessories Thereof",2178189,2010-10-01
"10959",10,2010," Arms And Ammunition; Parts And Accessories Thereof",44208,2010-10-01
"10960",10,2010," Furniture; Bedding Etc; Lamps Nesoi Etc; Prefab Bd",17227820,2010-10-01
"10961",10,2010," Toys, Games & Sport Equipment; Parts & Accessories",54024450,2010-10-01
"10962",10,2010," Miscellaneous Manufactured Articles",2883328,2010-10-01
"10963",10,2010," Works Of Art, Collectors' Pieces And Antiques",1352417,2010-10-01
"10964",10,2010," Special Classification Provisions, Nesoi",120404330,2010-10-01
"10965",11,2010," Live Animals",4982472,2010-11-01
"10966",11,2010," Meat And Edible Meat Offal",39645097,2010-11-01
"10967",11,2010," Fish, Crustaceans & Aquatic Invertebrates",66580588,2010-11-01
"10968",11,2010," Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi",12763038,2010-11-01
"10969",11,2010," Products Of Animal Origin, Nesoi",15248039,2010-11-01
"10970",11,2010," Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",190781,2010-11-01
"10971",11,2010," Edible Vegetables & Certain Roots & Tubers",2531907,2010-11-01
"10972",11,2010," Edible Fruit & Nuts; Citrus Fruit Or Melon Peel",38342974,2010-11-01
"10973",11,2010," Coffee, Tea, Mate & Spices",1698209,2010-11-01
"10974",11,2010," Cereals",1333519,2010-11-01
"10975",11,2010," Milling Products; Malt; Starch; Inulin; Wht Gluten",616751,2010-11-01
"10976",11,2010," Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc",2541129248,2010-11-01
"10977",11,2010," Lac; Gums, Resins & Other Vegetable Sap & Extract",2122693,2010-11-01
"10978",11,2010," Vegetable Plaiting Materials & Products Nesoi",41602358,2010-11-01
"10979",11,2010," Animal Or Vegetable Fats, Oils Etc. & Waxes",67944501,2010-11-01
"10980",11,2010," Edible Preparations Of Meat, Fish, Crustaceans Etc",8488707,2010-11-01
"10981",11,2010," Sugars And Sugar Confectionary",4294852,2010-11-01
"10982",11,2010," Cocoa And Cocoa Preparations",2458133,2010-11-01
"10983",11,2010," Prep Cereal, Flour, Starch Or Milk; Bakers Wares",1418624,2010-11-01
"10984",11,2010," Prep Vegetables, Fruit, Nuts Or Other Plant Parts",11710324,2010-11-01
"10985",11,2010," Miscellaneous Edible Preparations",7774982,2010-11-01
"10986",11,2010," Beverages, Spirits And Vinegar",5141267,2010-11-01
"10987",11,2010," Food Industry Residues & Waste; Prep Animal Feed",61798381,2010-11-01
"10988",11,2010," Tobacco And Manufactured Tobacco Substitutes",156893,2010-11-01
"10989",11,2010," Salt; Sulfur; Earth & Stone; Lime & Cement Plaster",27816394,2010-11-01
"10990",11,2010," Ores, Slag And Ash",81145097,2010-11-01
"10991",11,2010," Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",151376566,2010-11-01
"10992",11,2010," Inorg Chem; Prec & Rare-earth Met & Radioact Compd",131048647,2010-11-01
"10993",11,2010," Organic Chemicals",329274669,2010-11-01
"10994",11,2010," Pharmaceutical Products",76530917,2010-11-01
"10995",11,2010," Fertilizers",3745235,2010-11-01
"10996",11,2010," Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",73724828,2010-11-01
"10997",11,2010," Essential Oils Etc; Perfumery, Cosmetic Etc Preps",16836002,2010-11-01
"10998",11,2010," Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",36422674,2010-11-01
"10999",11,2010," Albuminoidal Subst; Modified Starch; Glue; Enzymes",12989968,2010-11-01
"11000",11,2010," Explosives; Pyrotechnics; Matches; Pyro Alloys Etc",3260425,2010-11-01
"11001",11,2010," Photographic Or Cinematographic Goods",33357048,2010-11-01
"11002",11,2010," Miscellaneous Chemical Products",89879113,2010-11-01
"11003",11,2010," Plastics And Articles Thereof",402968379,2010-11-01
"11004",11,2010," Rubber And Articles Thereof",83654253,2010-11-01
"11005",11,2010," Raw Hides And Skins (no Furskins) And Leather",87113858,2010-11-01
"11006",11,2010," Leather Art; Saddlery Etc; Handbags Etc; Gut Art",1169257,2010-11-01
"11007",11,2010," Furskins And Artificial Fur; Manufactures Thereof",1661501,2010-11-01
"11008",11,2010," Wood And Articles Of Wood; Wood Charcoal",117151451,2010-11-01
"11009",11,2010," Cork And Articles Of Cork",179364,2010-11-01
"11010",11,2010," Mfr Of Straw, Esparto Etc.; Basketware & Wickerwrk",149667,2010-11-01
"11011",11,2010," Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd",287947939,2010-11-01
"11012",11,2010," Paper & Paperboard & Articles (inc Papr Pulp Artl)",50277159,2010-11-01
"11013",11,2010," Printed Books, Newspapers Etc; Manuscripts Etc",10578346,2010-11-01
"11014",11,2010," Silk, Including Yarns And Woven Fabric Thereof",55675,2010-11-01
"11015",11,2010," Wool & Animal Hair, Including Yarn & Woven Fabric",1661385,2010-11-01
"11016",11,2010," Cotton, Including Yarn And Woven Fabric Thereof",245682939,2010-11-01
"11017",11,2010," Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab",216728,2010-11-01
"11018",11,2010," Manmade Filaments, Including Yarns & Woven Fabrics",8403900,2010-11-01
"11019",11,2010," Manmade Staple Fibers, Incl Yarns & Woven Fabrics",39108656,2010-11-01
"11020",11,2010," Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",15763616,2010-11-01
"11021",11,2010," Carpets And Other Textile Floor Coverings",2218621,2010-11-01
"11022",11,2010," Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc",1151488,2010-11-01
"11023",11,2010," Impregnated Etc Text Fabrics; Tex Art For Industry",8418057,2010-11-01
"11024",11,2010," Knitted Or Crocheted Fabrics",711829,2010-11-01
"11025",11,2010," Apparel Articles And Accessories, Knit Or Crochet",1156701,2010-11-01
"11026",11,2010," Apparel Articles And Accessories, Not Knit Etc.",1111590,2010-11-01
"11027",11,2010," Textile Art Nesoi; Needlecraft Sets; Worn Text Art",1189969,2010-11-01
"11028",11,2010," Footwear, Gaiters Etc. And Parts Thereof",5409508,2010-11-01
"11029",11,2010," Headgear And Parts Thereof",130163,2010-11-01
"11030",11,2010," Umbrellas, Walking-sticks, Riding-crops Etc, Parts",30374,2010-11-01
"11031",11,2010," Prep Feathers, Down Etc; Artif Flowers; H Hair Art",632361,2010-11-01
"11032",11,2010," Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",12995152,2010-11-01
"11033",11,2010," Ceramic Products",10283568,2010-11-01
"11034",11,2010," Glass And Glassware",28569453,2010-11-01
"11035",11,2010," Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin",72408355,2010-11-01
"11036",11,2010," Iron And Steel",194003181,2010-11-01
"11037",11,2010," Articles Of Iron Or Steel",54647506,2010-11-01
"11038",11,2010," Copper And Articles Thereof",238955818,2010-11-01
"11039",11,2010," Nickel And Articles Thereof",14280011,2010-11-01
"11040",11,2010," Aluminum And Articles Thereof",213773211,2010-11-01
"11041",11,2010," Lead And Articles Thereof",47666,2010-11-01
"11042",11,2010," Zinc And Articles Thereof",8114140,2010-11-01
"11043",11,2010," Tin And Articles Thereof",438827,2010-11-01
"11044",11,2010," Base Metals Nesoi; Cermets; Articles Thereof",13828671,2010-11-01
"11045",11,2010," Tools, Cutlery Etc. Of Base Metal & Parts Thereof",18616435,2010-11-01
"11046",11,2010," Miscellaneous Articles Of Base Metal",9441601,2010-11-01
"11047",11,2010," Nuclear Reactors, Boilers, Machinery Etc.; Parts",952707914,2010-11-01
"11048",11,2010," Electric Machinery Etc; Sound Equip; Tv Equip; Pts",920193973,2010-11-01
"11049",11,2010," Railway Or Tramway Stock Etc; Traffic Signal Equip",5548146,2010-11-01
"11050",11,2010," Vehicles, Except Railway Or Tramway, And Parts Etc",390339613,2010-11-01
"11051",11,2010," Aircraft, Spacecraft, And Parts Thereof",282980833,2010-11-01
"11052",11,2010," Ships, Boats And Floating Structures",1031383,2010-11-01
"11053",11,2010," Optic, Photo Etc, Medic Or Surgical Instrments Etc",469499656,2010-11-01
"11054",11,2010," Clocks And Watches And Parts Thereof",76411,2010-11-01
"11055",11,2010," Musical Instruments; Parts And Accessories Thereof",888700,2010-11-01
"11056",11,2010," Arms And Ammunition; Parts And Accessories Thereof",308900,2010-11-01
"11057",11,2010," Furniture; Bedding Etc; Lamps Nesoi Etc; Prefab Bd",16988898,2010-11-01
"11058",11,2010," Toys, Games & Sport Equipment; Parts & Accessories",39230868,2010-11-01
"11059",11,2010," Miscellaneous Manufactured Articles",1812075,2010-11-01
"11060",11,2010," Works Of Art, Collectors' Pieces And Antiques",1313303,2010-11-01
"11061",11,2010," Special Classification Provisions, Nesoi",119234043,2010-11-01
"11062",12,2010," Live Animals",5028061,2010-12-01
"11063",12,2010," Meat And Edible Meat Offal",43293499,2010-12-01
"11064",12,2010," Fish, Crustaceans & Aquatic Invertebrates",55773817,2010-12-01
"11065",12,2010," Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi",23868836,2010-12-01
"11066",12,2010," Products Of Animal Origin, Nesoi",13398911,2010-12-01
"11067",12,2010," Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",66588,2010-12-01
"11068",12,2010," Edible Vegetables & Certain Roots & Tubers",4951175,2010-12-01
"11069",12,2010," Edible Fruit & Nuts; Citrus Fruit Or Melon Peel",32422983,2010-12-01
"11070",12,2010," Coffee, Tea, Mate & Spices",1038090,2010-12-01
"11071",12,2010," Cereals",2123125,2010-12-01
"11072",12,2010," Milling Products; Malt; Starch; Inulin; Wht Gluten",1113201,2010-12-01
"11073",12,2010," Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc",1788432669,2010-12-01
"11074",12,2010," Lac; Gums, Resins & Other Vegetable Sap & Extract",3316899,2010-12-01
"11075",12,2010," Vegetable Plaiting Materials & Products Nesoi",39739734,2010-12-01
"11076",12,2010," Animal Or Vegetable Fats, Oils Etc. & Waxes",126493609,2010-12-01
"11077",12,2010," Edible Preparations Of Meat, Fish, Crustaceans Etc",8045047,2010-12-01
"11078",12,2010," Sugars And Sugar Confectionary",4164878,2010-12-01
"11079",12,2010," Cocoa And Cocoa Preparations",1689745,2010-12-01
