"","web_url","snippet","lead_paragraph","abstract","pub_date"
"136","https://www.nytimes.com/video/us/100000006507126/trump-china-trade-war.html","President Trump answered questions about increasing tariffs on American goods and Chinese retaliation during a meeting on Monday with Hungary’s prime minister.","President Trump answered questions about increasing tariffs on American goods and Chinese retaliation during a meeting on Monday with Hungary’s prime minister.","President Trump answered questions about increasing tariffs on American goods and Chinese retaliation during a meeting on Monday with Hungary’s prime minister.","2019-05-13T20:00:27+0000"
"137","https://www.nytimes.com/2019/05/10/business/global-markets.html","Stocks recovered on Friday as President Trump’s tariff increase on Chinese goods went into effect, but the S&P 500 dropped 2.2 percent this week.","Stocks rose Friday, snapping a four-day losing streak and bucking recent concerns about the trade war even after the Trump administration imposed fresh tariffs on imports from China and trade negotiations between Washington and Beijing ended with no announced deal.","Stocks recovered on Friday as President Trump’s tariff increase on Chinese goods went into effect, but the S&P 500 dropped 2.2 percent this week.","2019-05-10T08:30:18+0000"
"138","https://www.nytimes.com/2019/04/30/business/eurozone-gdp-growth.html","The monetary bloc grew 0.4 percent in the first quarter compared with the last quarter of 2018, a surprise given the dark clouds looming over the economy.","The eurozone economy last quarter defied trade conflicts, a slowdown in China and uncertainty over Brexit to register its best growth since early last year, according to official statistics released Tuesday.","The monetary bloc grew 0.4 percent in the first quarter compared with the last quarter of 2018, a surprise given the dark clouds looming over the economy.","2019-04-30T11:35:58+0000"
"139","https://www.nytimes.com/2019/05/23/us/politics/farm-aid-package.html","The Trump administration announced an aid package for farmers on Thursday to mollify an important political constituency hurt by a trade clash with China.","WASHINGTON — President Trump on Thursday unveiled a $16 billion bailout for farmers hurt by his trade war with Beijing, signaling a protracted fight ahead that is already prompting some American companies to shift business away from China.","The Trump administration announced an aid package for farmers on Thursday to mollify an important political constituency hurt by a trade clash with China.","2019-05-23T12:13:51+0000"
"140","https://www.nytimes.com/2019/05/12/us/politics/trump-us-china-economy.html","President Trump’s decision to renew his trade war with China could inflict lasting damage on the American economy, but the ultimate impact depends on how far the president takes the fight.","WASHINGTON — President Trump’s chief economic adviser said on Sunday that American consumers would bear some pain from the escalating trade war with China, contradicting Mr. Trump’s claim that his tariffs are a multibillion-dollar, mostly one-way payment by China to the American Treasury.","President Trump’s decision to renew his trade war with China could inflict lasting damage on the American economy, but the ultimate impact depends on how far the president takes the fight.","2019-05-13T00:19:43+0000"
"141","https://www.nytimes.com/2019/06/01/business/economy/trump-trade-tariffs-mexico-cost.html","Trade tensions led American companies to shift operations to Mexico from China. President Trump’s latest tariff threat has upended that strategy.","When trade tensions with China flared last year, many companies sought refuge in a country with a long, stable relationship with the United States: Mexico.","Trade tensions led American companies to shift operations to Mexico from China. President Trump’s latest tariff threat has upended that strategy.","2019-06-01T09:00:08+0000"
"142","https://www.nytimes.com/2019/03/04/us/politics/trump-china-tariffs-trade-deal.html","The United States is poised to roll back most of its tariffs as part of a trade deal with China but farmers and businesses wonder if the cost of the trade war was worth it.","WASHINGTON — The pain of President Trump’s trade war with China may soon be over, but American businesses and farmers are left wondering whether it was worth the trouble.","The United States is poised to roll back most of its tariffs as part of a trade deal with China but farmers and businesses wonder if the cost of the trade war was worth it.","2019-03-05T00:13:52+0000"
"143","https://www.nytimes.com/2018/12/05/opinion/letters/trump-china-trade.html","Readers discuss President Trump’s changing stances — threats to truce and back to threats — and the complexity of trade negotiations.","To the Editor:","Readers discuss President Trump’s changing stances — threats to truce and back to threats — and the complexity of trade negotiations.","2018-12-05T19:12:14+0000"
"144","https://www.nytimes.com/2019/05/13/business/global-markets.html","The economic conflict between the United States and China, the world’s two biggest economies, showed little sign of ending soon.","Investors are dealing with a painful new reality: The trade war between the United States and China could last indefinitely.","The economic conflict between the United States and China, the world’s two biggest economies, showed little sign of ending soon.","2019-05-13T08:18:51+0000"
"145","https://www.nytimes.com/2019/08/15/world/asia/donald-trump-hong-kong.html","President Trump made his most extensive comments yet on Hong Kong’s protest movement, and suggested that its fate be tied to a trade deal.","HONG KONG — In his most extensive comments on the months of unrest in Hong Kong, President Trump said on Wednesday that China should “humanely” settle the situation before a trade deal is reached. ","President Trump made his most extensive comments yet on Hong Kong’s protest movement, and suggested that its fate be tied to a trade deal.","2019-08-15T06:38:50+0000"
"146","https://www.nytimes.com/2019/06/07/business/economy/g20-trade-war-trump-tariffs.html","Treasury Secretary Steven Mnuchin will meet China’s central bank governor in the first meeting of senior officials from the countries since trade talks broke down.","FUKUOKA, Japan — An unending trade war between the United States and China. President Trump’s weeklong threat to impose tariffs on Mexico. A potential clash with Europe over cars and agriculture.","Treasury Secretary Steven Mnuchin will meet China’s central bank governor in the first meeting of senior officials from the countries since trade talks broke down.","2019-06-07T09:00:09+0000"
"147","https://www.nytimes.com/2019/04/26/us/politics/trump-trade-war-wisconsin-dairy.html","The flagship industry in a pivotal swing state faces an economic crisis.","KENDALL, Wis. — For decades, Denise and Tom Murray rose before 5 a.m. and shuffled through mud and snow to milk cows on the farm that has been in their family since 1939. This month, after years of falling milk prices and mounting debt, the Murrays sold their last milk cow, taking pictures while holding back tears as the final one was loaded onto a truck and taken away.","The flagship industry in a pivotal swing state faces an economic crisis.","2019-04-26T20:40:16+0000"
"148","https://www.nytimes.com/2019/05/31/business/trump-tariffs-markets.html","Stocks fell more than 6 percent in May, as threats to the global economy seemed to proliferate by the week, with tariffs rising and talks yielding no meaningful results.","Stocks began 2019 with the snappiest start in more than three decades, as the economy grew faster than expected, the Federal Reserve seemed to abandon its plans to keep raising interest rates, and trade-war rancor between Washington and Beijing seemed to end. By April 30, the S&P 500 had reached a record.","Stocks fell more than 6 percent in May, as threats to the global economy seemed to proliferate by the week, with tariffs rising and talks yielding no meaningful results.","2019-05-31T08:39:01+0000"
"149","https://www.nytimes.com/2018/12/02/business/markets-trade.html","Despite a deal between President Trump and President Xi Jinping, concerns that the peace may not last tempered investor enthusiasm.","Stocks rose on Wall Street Monday after President Trump and President Xi Jinping agreed to a temporary truce in the trade war between the United States and China.","Despite a deal between President Trump and President Xi Jinping, concerns that the peace may not last tempered investor enthusiasm.","2018-12-03T04:27:38+0000"
"150","https://www.nytimes.com/2018/12/01/world/trump-xi-g20-merkel.html","In a meeting with President Xi Jinping of China, President Trump agreed to hold off on a plan to raise tariffs on $200 billion worth of Chinese goods on Jan. 1.","BUENOS AIRES — The United States and China called a truce in their trade war on Saturday after President Trump agreed to hold off on new tariffs and President Xi Jinping pledged to increase Chinese purchases of American products. The two also set the stage for more painstaking negotiations to resolve deeply rooted differences over trade.","In a meeting with President Xi Jinping of China, President Trump agreed to hold off on a plan to raise tariffs on $200 billion worth of Chinese goods on Jan. 1.","2018-12-01T19:00:57+0000"
"151","https://www.nytimes.com/2018/10/22/business/china-pet-food-trade-war.html","Some Chinese pet owners don’t trust local food and will even taste it themselves before serving it. For them, the fight means fewer and pricier choices.","SHANGHAI — Olivia Ren never expected a trade war between the United States and China to affect Dada.","Some Chinese pet owners don’t trust local food and will even taste it themselves before serving it. For them, the fight means fewer and pricier choices.","2018-10-22T16:19:30+0000"
"152","https://www.nytimes.com/2019/05/31/world/asia/patrick-shanahan-china-trade.html","Patrick Shanahan, acting U.S. defense secretary, and his Chinese counterpart will both attempt to win over Asian nations this weekend at a security conference in Singapore.","SINGAPORE — Acting Defense Secretary Patrick Shanahan sought to lower the temperature on the Trump administration’s stew of hostilities with China on Friday, saying it was imperative to look for ways for the two competing militaries to “create upside” in their relationship, even in the middle of a trade war.","Patrick Shanahan, acting U.S. defense secretary, and his Chinese counterpart will both attempt to win over Asian nations this weekend at a security conference in Singapore.","2019-05-31T17:41:42+0000"
"153","https://www.nytimes.com/2018/11/29/world/australia/australia-china-us-trade-war.html","Rising tariffs could lead Chinese buyers to look for alternatives to American products. But Australia could suffer if the conflict slows China’s growth.","[Sign up for the Australia Letter to get news, conversation starters and local recommendations in your inbox each week.]","Rising tariffs could lead Chinese buyers to look for alternatives to American products. But Australia could suffer if the conflict slows China’s growth.","2018-11-29T18:00:10+0000"
"154","https://www.nytimes.com/2019/08/01/sports/baseball/yankees-trade-deadline.html","The Yankees let the trade deadline pass without improving their struggling pitching staff, a decision that could benefit in later years but might cost them this October.","Just before the trade deadline in 2016, the Chicago Cubs made what felt like a reckless decision in this era of analytics-driven, risk-averse front offices. They sent Gleyber Torres, one of the best prospects in baseball, to the Yankees as part of a package for closer Aroldis Chapman, a potential free agent.","The Yankees let the trade deadline pass without improving their struggling pitching staff, a decision that could benefit in later years but might cost them this October.","2019-08-02T00:11:41+0000"
"155","https://www.nytimes.com/2019/06/27/technology/trade-war-chipmakers.html","Beyond the current financial hit, American producers fear Chinese companies will strengthen domestic manufacturing and switch to other foreign suppliers they consider more dependable.","SAN FRANCISCO — Alex Lidow has sold semiconductors in China for decades, starting at a company, called International Rectifier, that his father and grandfather founded in the Los Angeles area in 1947.","Beyond the current financial hit, American producers fear Chinese companies will strengthen domestic manufacturing and switch to other foreign suppliers they consider more dependable.","2019-06-27T20:30:15+0000"
"156","https://www.nytimes.com/2019/06/09/us/politics/g20-us-china-trade-war.html","Shortly after dropping a threat of tariffs against Mexico, the Trump administration showed no inclination to back down in its dispute with Beijing.","FUKUOKA, Japan — Global finance leaders meeting in Japan this weekend said they were increasingly worried that the trade dispute between the United States and China, which shows no signs of abating, could propel the world economy into a crisis.","Shortly after dropping a threat of tariffs against Mexico, the Trump administration showed no inclination to back down in its dispute with Beijing.","2019-06-09T13:03:02+0000"
"157","https://www.nytimes.com/2018/12/03/us/politics/us-china-trade-war.html","The United States and China paused their economic battle, and lawmakers considered postponing a fight over a spending bill to mourn a former president.","Good Monday morning. Here are some of the stories making news in Washington and politics today.","The United States and China paused their economic battle, and lawmakers considered postponing a fight over a spending bill to mourn a former president.","2018-12-03T07:15:34+0000"
"158","https://www.nytimes.com/2019/05/29/world/asia/trish-regan-liu-xin-fox-debate.html","Experts say the debate between Trish Regan and Liu Xin will help a Communist Party-controlled television network raise its profile in America, where it has struggled to gain a foothold.","BEIJING — Call it the battle of the anchors.","Experts say the debate between Trish Regan and Liu Xin will help a Communist Party-controlled television network raise its profile in America, where it has struggled to gain a foothold.","2019-05-29T12:50:06+0000"
"159","https://www.nytimes.com/2018/09/24/opinion/us-china-trade-war-tariffs-wto.html","The way out of the impasse between the U.S. and China runs through the W.T.O., whether Donald Trump likes it or not.","WASHINGTON — The trade war really is on — counterproductive and unnecessary and yet likely to last. President Trump’s new tariffs on $200 billion worth of Chinese goods kick in on Monday, and he has threatened more. China had already retaliated with tariffs of its own. Now it has canceled high-level talks planned for this week.","The way out of the impasse between the U.S. and China runs through the W.T.O., whether Donald Trump likes it or not.","2018-09-24T09:47:04+0000"
"160","https://www.nytimes.com/2018/11/19/us/politics/farming-trump-trade-war.html","Only $838 million has been paid out so far, despite a promised $12 billion in subsidies to farmers whose products have been retaliated against in the trade war.","WASHINGTON — America’s farmers have been shut out of foreign markets, hit with retaliatory tariffs and lost lucrative contracts in the face of President Trump’s trade war. But a $12 billion bailout program Mr. Trump created to “make it up” to farmers has done little to cushion the blow, with red tape and long waiting periods resulting in few payouts so far.","Only $838 million has been paid out so far, despite a promised $12 billion in subsidies to farmers whose products have been retaliated against in the trade war.","2018-11-19T10:00:09+0000"
"161","https://www.nytimes.com/2018/12/03/business/dealbook/trade-war-truce.html","There’s still plenty that can go wrong even now the U.S. and China have called a temporary trade truce.","Good Monday. Want this by email? Sign up here.","There’s still plenty that can go wrong even now the U.S. and China have called a temporary trade truce.","2018-12-03T11:30:52+0000"
"162","https://www.nytimes.com/2019/02/04/business/dealbook/huawei-law-trade.html","The United States is confronting Chinese companies, like Huawei, that are accused of stealing technology and violating economic sanctions.","Get the DealBook newsletter to make sense of major business and policy headlines — and the power-brokers who shape them.__________","The United States is confronting Chinese companies, like Huawei, that are accused of stealing technology and violating economic sanctions.","2019-02-04T20:32:21+0000"
"163","https://www.nytimes.com/2018/09/18/business/trade-war-markets.html","In China, Europe and the U.S., stock indexes rose slightly, after President Trump imposed new tariffs on China and China retaliated with its own tariffs.","Investors tuned out the latest escalation in the trade war between the world’s two largest economies, with markets around the world climbing slightly as President Trump announced new tariffs on China and Beijing responded in kind.","In China, Europe and the U.S., stock indexes rose slightly, after President Trump imposed new tariffs on China and China retaliated with its own tariffs.","2018-09-18T05:51:37+0000"
"164","https://www.nytimes.com/2019/01/10/business/dealbook/us-china-trade-war-talks.html","The U.S. and China identified the issues between them, setting the stage for potential talks with top leaders from both countries.","Good Thursday morning. Want this by email? Sign up here.","The U.S. and China identified the issues between them, setting the stage for potential talks with top leaders from both countries.","2019-01-10T11:40:22+0000"
"165","https://www.nytimes.com/2019/06/04/business/china-food-prices-inflation.html","Pork and fruit are costing more even as Beijing reassures the public that supplies are plentiful.","BEIJING — Business is normally bustling at the sprawling Xinfandi produce market in southern Beijing, where stores, restaurants and thrifty shoppers buy their fruits and vegetables in bulk. ","Pork and fruit are costing more even as Beijing reassures the public that supplies are plentiful.","2019-06-04T07:00:08+0000"
"166","https://www.nytimes.com/2018/11/30/business/dealbook/trade-china-g20.html","On the sidelines of the Group of 20 meeting in Buenos Aires, President Trump and President Xi Jinping of China will sit down to a vitally important meal.","Good Friday morning. (Was this email forwarded to you? Sign up here.)","On the sidelines of the Group of 20 meeting in Buenos Aires, President Trump and President Xi Jinping of China will sit down to a vitally important meal.","2018-11-30T11:31:18+0000"
"167","https://www.nytimes.com/2018/11/07/business/dealbook/trade-war-midterms.html","It’s a warning for a party that is usually the champion of free trade to remember its roots.","Get the DealBook newsletter to make sense of major business and policy headlines — and the power-brokers who shape them.__________","It’s a warning for a party that is usually the champion of free trade to remember its roots.","2018-11-07T14:02:51+0000"
"168","https://www.nytimes.com/2018/11/29/business/economy/farmer-trade-tariffs.html","From planning to harvest, the grain belt’s rhythms and prospects have been disrupted by the government’s tariff battle with China. ","Justin Knopf finished harvesting soybeans as November’s first snowflakes started falling on his fields in Gypsum, Kan. Then he did what thousands of farmers throughout the grain belt are doing: He got an application for some of the $12 billion in federal emergency relief intended to blunt the economic fallout from President Trump’s trade policy brinkmanship.","From planning to harvest, the grain belt’s rhythms and prospects have been disrupted by the government’s tariff battle with China. ","2018-11-29T10:00:20+0000"
"169","https://www.nytimes.com/video/us/politics/100000006244002/us-china-trade-war-mnuchin.html","Steven Mnuchin, the Treasury secretary, said he was hopeful that a truce to an expanding trade war called for by President Trump and President Xi Jinping of China will lead to a permanent fix.","Steven Mnuchin, the Treasury secretary, said he was hopeful that a truce to an expanding trade war called for by President Trump and President Xi Jinping of China will lead to a permanent fix.","Steven Mnuchin, the Treasury secretary, said he was hopeful that a truce to an expanding trade war called for by President Trump and President Xi Jinping of China will lead to a permanent fix.","2018-12-03T20:15:43+0000"
"170","https://www.nytimes.com/2018/11/13/us/politics/trump-trade-war-economic-advisers.html","The public and private feuding over how to resolve America’s trade disputes comes as the president prepares to meet with China’s president and as the White House considers tariffs on cars.","WASHINGTON — President Trump’s trade war has provoked an internal fight among his top economic advisers, with officials sparring both publicly and behind the scenes over the best approach to dealing with China, the European Union and other trading partners.","The public and private feuding over how to resolve America’s trade disputes comes as the president prepares to meet with China’s president and as the White House considers tariffs on cars.","2018-11-13T20:22:43+0000"
"171","https://www.nytimes.com/2018/12/14/business/china-markets-.html","Disappointing retail sales and industrial output figures in China helped drag markets down.","Investors were confronted on Friday with more evidence that the trade war between the United States and China is weighing on economic growth, and stocks fell to their deepest decline of the week.","Disappointing retail sales and industrial output figures in China helped drag markets down.","2018-12-14T13:05:22+0000"
"172","https://www.nytimes.com/2018/08/08/opinion/trump-tariffs-china-trade-war-who-will-win.html","While American companies and consumers are paying the price for tariffs, China protects its factories and investors.","To inflict more pain on China, the Trump administration last week raised the ante in its trade war. It now promises that the next round of tariffs, on $200 billion in imports from China, will be 25 percent instead of the 10 percent announced earlier. President Trump exhorts his supporters that tariffs “mean jobs and great wealth.”","While American companies and consumers are paying the price for tariffs, China protects its factories and investors.","2018-08-08T23:00:04+0000"
"173","https://www.nytimes.com/2018/06/03/opinion/a-trade-war-primer.html","Why Trump can start one, and why it’s such a bad thing.","At the moment, the Trumpian trade war appears to be on. And I’ve been getting some questions from readers about how this is possible. Congress, after all, hasn’t voted to back out of our trade agreements, and one suspects that it wouldn’t even if Trump asked for such legislation: to all appearances, a lot of Republicans are pretty much OK with the near-certainty that he colluded with a hostile foreign power and is currently obstructing justice, but policy actions that might strand and devalue a lot of corporate assets are something else entirely.","Why Trump can start one, and why it’s such a bad thing.","2018-06-03T18:16:00+0000"
"174","https://www.nytimes.com/2018/07/07/opinion/how-to-lose-a-trade-war.html","Trump’s tariffs are designed to inflict maximum damage on the U.S. economy.","Trump’s declaration that “trade wars are good, and easy to win” is an instant classic, right up there with Herbert Hoover’s “prosperity is just around the corner.”","Trump’s tariffs are designed to inflict maximum damage on the U.S. economy.","2018-07-07T12:21:16+0000"
"175","https://www.nytimes.com/2018/10/26/business/china-jobs-automobiles-trade-war.html","Caught in a crossfire of tariffs, BMW and other foreign carmakers are gauging whether to relocate some manufacturing to China. Jobs could follow.","President Trump has said he started a trade war to create jobs in America. But foreign carmakers that employ thousands of workers in the United States are gauging whether tariffs, the main weapon in that war, may compel them to shift jobs to, of all places, China.","Caught in a crossfire of tariffs, BMW and other foreign carmakers are gauging whether to relocate some manufacturing to China. Jobs could follow.","2018-10-26T13:51:57+0000"
"176","https://www.nytimes.com/2018/08/10/opinion/supply-chains-and-trade-war-very-wonkish.html","Trump trade policy is bad, corrupt, and based on ignorance. But don’t get carried away when estimating its cost.","The invaluable IGM Forum poses policy questions to a representative panel of economists. The goal is to provide a snapshot of the professional consensus on various issues, which is important because advocacy groups — mainly on the right — combined with media “balance” often conveys the impression of division where there really isn’t any. For example, essentially no experts believe that tax cuts pay for themselves, even though there are Stephen Moores out there who are paid to insist that they do.","Trump trade policy is bad, corrupt, and based on ignorance. But don’t get carried away when estimating its cost.","2018-08-10T14:38:45+0000"
"177","https://www.nytimes.com/2018/09/16/business/china-wall-street-trade.html","Beijing long turned to big banks to help get its way in Washington, but the old back channels have proven ineffective when it comes to trade tensions.","HONG KONG — When President Bill Clinton deliberated whether he should loosen trade barriers against China, Wall Street helped plead Beijing’s case.","Beijing long turned to big banks to help get its way in Washington, but the old back channels have proven ineffective when it comes to trade tensions.","2018-09-16T22:52:09+0000"
"178","https://www.nytimes.com/2018/11/07/us/politics/red-state-republicans-trade-war.html","Gains in the Senate show that President Trump is insulated from the economic fallout.","WASHINGTON — Voters in red states largely shrugged off concerns about the economic effect of President Trump’s global trade war, throwing their support behind Republican candidates who embraced the administration’s protectionist agenda despite attempts by Democrats to turn it into a wedge issue.","Gains in the Senate show that President Trump is insulated from the economic fallout.","2018-11-08T00:04:50+0000"
"179","https://www.nytimes.com/2018/07/24/opinion/trump-farmers-bailout-trade-tariffs.html","A $12 billion farm bailout will not undo the damage the administration’s incoherent policies are doing to American industry and workers.","Scrambling to soften the blow of his destructive trade wars, President Trump is offering a $12 billion bailout for farmers facing retaliation from America’s trading partners hurt by his  tariffs. It’s a desperation move, and it won’t do much to reverse the damage the administration has inflicted by senselessly raising duties on steel, aluminum and other imports from Canada, Mexico, the European Union, China and elsewhere. ","A $12 billion farm bailout will not undo the damage the administration’s incoherent policies are doing to American industry and workers.","2018-07-24T23:28:30+0000"
"180","https://www.nytimes.com/2018/09/17/opinion/trump-china-tarriffs-trade.html","Definitely not American consumers.","The Trump administration will impose tariffs on $200 billion more in Chinese goods starting next week. As Mary E. Lovely wrote in August, most of the revenue raised by the Trump tariffs is coming out of the pockets of American consumers, not Chinese companies.","Definitely not American consumers.","2018-09-17T23:56:41+0000"
"181","https://www.nytimes.com/2019/02/12/us/politics/china-tariffs-american-spirits.html","Squeezed by retaliatory tariffs, the spirits industry is joining a growing chorus of businesses pressuring the president to back off his trade fights.","As President Trump’s global trade war approaches a pivotal moment, American industry is trying to use Mr. Trump’s love of big economic numbers to get him to stand down.","Squeezed by retaliatory tariffs, the spirits industry is joining a growing chorus of businesses pressuring the president to back off his trade fights.","2019-02-13T00:22:19+0000"
"182","https://www.nytimes.com/2018/09/04/business/dealbook/wall-street-trump-trade-war.html","For months, investors could just about live with the Trump administration’s trade skirmishes, but a big battle with China looms.","Get the DealBook newsletter to make sense of major business and policy headlines — and the power-brokers who shape them.__________","For months, investors could just about live with the Trump administration’s trade skirmishes, but a big battle with China looms.","2018-09-04T09:00:06+0000"
"183","https://www.nytimes.com/2018/09/19/business/dealbook/trump-trade-war.html","As U.S.-China trade tensions continue to escalate, some commentators believe that this might be the new normal.","Good Wednesday. Want this in your inbox every morning? Sign up here.","As U.S.-China trade tensions continue to escalate, some commentators believe that this might be the new normal.","2018-09-19T10:31:26+0000"
"184","https://www.nytimes.com/2018/10/30/business/china-renminbi-currency-trade-war.html","The renminbi has fallen to its weakest point in a decade, and Washington worries about how that may affect the dispute between the United States and China. But Beijing has reason to hold the line.","Update: China’s currency slipped past the 7 mark on Aug. 5. Here’s why that’s so notable as the trade war lingers.","The renminbi has fallen to its weakest point in a decade, and Washington worries about how that may affect the dispute between the United States and China. But Beijing has reason to hold the line.","2018-10-30T13:28:02+0000"
"185","https://www.nytimes.com/2018/10/08/business/dealbook/china-trade-deals.html","Running out of options to fight a trade war with America, Beijing could instead hold up or kill takeovers that require its approval.","Good Monday. Want this by email? Sign up here.","Running out of options to fight a trade war with America, Beijing could instead hold up or kill takeovers that require its approval.","2018-10-08T10:13:41+0000"
"186","https://www.nytimes.com/2018/12/13/business/dealbook/china-markets-stocks-trade.html","Escalating trade tensions have dragged down stock markets on Wall Street and across much of the world in recent weeks. One place where they have held up? China.","Get the DealBook newsletter to make sense of major business and policy headlines — and the power brokers who shape them.__________","Escalating trade tensions have dragged down stock markets on Wall Street and across much of the world in recent weeks. One place where they have held up? China.","2018-12-13T17:31:55+0000"
"187","https://www.nytimes.com/2018/07/02/opinion/trump-trade-war.html","Unlike children in cages, angry allies can and will retaliate.","In one way, Donald Trump’s attack on our foreign trade partners resembles his attack on immigrants: in each case, the attack is framed as a response to evildoing that exists only in his imagination. No, there isn’t a wave of violent crime by immigrants, and MS-13 isn’t taking over American towns; no, the European Union doesn’t have “horrific” tariffs on U.S. products (the average tariff is only 3 percent).","Unlike children in cages, angry allies can and will retaliate.","2018-07-02T23:00:04+0000"
"188","https://www.nytimes.com/2019/01/02/opinion/america-china-climate-change-nuclear-weapons.html","Only Washington and Beijing, working together, can slow climate change and the spread of nuclear weapons.","In the United States, support for a cooperative relationship with China is evaporating fast. I increasingly hear frustration from business leaders about structural trade issues. The military is concerned about aggressive geopolitical moves by Beijing. And prominent voices in both political parties are striking an increasingly confrontational tone. Legitimate concerns have led to a vicious cycle, with each negative development further poisoning an already shallow well of good will. ","Only Washington and Beijing, working together, can slow climate change and the spread of nuclear weapons.","2019-01-02T20:00:03+0000"
"189","https://www.nytimes.com/interactive/2018/10/03/business/economy/china-tariff-retaliation.html","A map of the counties targeted by China, Mexico, Canada and the European Union in a trade war looks strikingly similar to a map of the 2016 presidential election.","A map of the counties targeted by China, Mexico, Canada and the European Union in a trade war looks strikingly similar to a map of the 2016 presidential election.","A map of the counties targeted by China, Mexico, Canada and the European Union in a trade war looks strikingly similar to a map of the 2016 presidential election.","2018-10-03T09:00:03+0000"
"190","https://www.nytimes.com/2018/08/24/arts/will-art-become-a-casualty-of-us-china-trade-war.html","The Trump administration’s proposed 25 percent import duty on artworks that originated in China has alarmed museums, collectors and dealers.","The United States has started a trade war with China, and art is caught in the cross-fire.","The Trump administration’s proposed 25 percent import duty on artworks that originated in China has alarmed museums, collectors and dealers.","2018-08-24T16:00:05+0000"
